days,bottle.id,substrate.mass.vs,isr.mean,cvCH4,vol.mi.mn,vol.mi.se,n,rsd.inoc,cvCH4.tot,cvCH4.inoc,fv.inoc,se.inoc,cvCH4.se,rrvCH4
11,sample 2.3,3.089,2.98161993276572,434.784389740227,43.7403488550718,1.67374891153678,3,6.62778928330077,565.490449983814,130.706060243587,0.231137520089558,5.00154049499764,0,0.5869
12,sample 2.3,3.089,2.98161993276572,436.586634291866,45.6289376828545,1.70431032812791,3,6.46947360620045,572.936225315636,136.34959102377,0.237983888954924,5.09286492341782,0,0.4128
13,sample 2.3,3.089,2.98161993276572,438.471232600944,47.2516301968612,1.7453929438619,3,6.39789409454458,579.669796050502,141.198563449557,0.243584475871598,5.21562907568563,0,0.4298
0,sample 3.2,2.989,2.91103830543243,0,0,0,3,NA,0,0,NA,0,0,NA
1,sample 3.2,2.989,2.91103830543243,150.524152576661,7.64256939185496,0.252868654924636,3,5.73081297027998,173.536299765808,23.0121471891469,0.132607109983343,0.761399786941935,0,100
2,sample 3.2,2.989,2.91103830543243,295.974654775134,14.8034890659318,0.482446860420485,3,5.64476705781101,340.548678487789,44.5740237126542,0.130888846524338,1.45267090080596,0,49.14
3,sample 3.2,2.989,2.91103830543243,346.714456378353,20.0522231813051,0.702849954889227,3,6.07100679539915,407.092673134828,60.3782167564745,0.148315655724114,2.11631531027165,0,14.63
4,sample 3.2,2.989,2.91103830543243,373.753611120252,24.5166519957687,0.93805668469444,3,6.6271766575257,447.57443961191,73.8208284916581,0.164935308986071,2.82453418387768,0,7.234
5,sample 3.2,2.989,2.91103830543243,392.065798365154,28.3682942052772,1.11710791843493,3,6.82059928688583,477.484108397457,85.4183100323036,0.178892466848764,3.3636661346619,0,4.671
6,sample 3.2,2.989,2.91103830543243,408.444073677775,31.6844337056356,1.2756295256178,3,6.97331431115975,503.847440615591,95.4033669378151,0.189349710343379,3.84098238396413,0,4.01
7,sample 3.2,2.989,2.91103830543243,417.278029048877,34.6505710621336,1.40587977254852,3,7.0274605028038,521.612579458013,104.334550409136,0.2000230717548,4.23317219606931,0,2.117
8,sample 3.2,2.989,2.91103830543243,422.749512940713,37.4112008834876,1.48062801539635,3,6.85496025044274,535.396453663433,112.64694072272,0.210399116303324,4.4582427814117,0,1.294
9,sample 3.2,2.989,2.91103830543243,426.697109111458,39.5557101698676,1.54782800825087,3,6.77757203740181,545.801271328203,119.104162216746,0.218218916798978,4.66058521984947,0,0.9252
10,sample 3.2,2.989,2.91103830543243,430.002827733591,41.6800608425374,1.61168809388208,3,6.69750861234024,555.503512880562,125.500685146971,0.225922396955129,4.8528710356149,0,0.7688
11,sample 3.2,2.989,2.91103830543243,432.363937951148,43.7403488550718,1.67374891153678,3,6.62778928330077,564.06825025092,131.704312299772,0.233490029338089,5.03973916821845,0,0.5461
12,sample 3.2,2.989,2.91103830543243,434.037626550621,45.6289376828545,1.70431032812791,3,6.46947360620045,571.428571428571,137.390944877951,0.240434153536414,5.13176107614555,0,0.3856
13,sample 3.2,2.989,2.91103830543243,435.675541716,47.2516301968612,1.7453929438619,3,6.39789409454458,577.952492472399,142.276950756399,0.246174127821057,5.25546282508791,0,0.3759
0,sample 3.3,3.222,2.91103830543243,0,0,0,3,NA,0,0,NA,0,0,NA
1,sample 3.3,3.222,2.91103830543243,139.538566087487,7.64256939185496,0.252868654924636,3,5.73081297027998,160.893854748603,21.3552886611159,0.132729051053463,0.706579533974377,0,100
2,sample 3.3,3.222,2.91103830543243,291.720315215829,14.8034890659318,0.482446860420485,3,5.64476705781101,333.08504034761,41.3647251317813,0.124186679439619,1.34807961036097,0,52.17
3,sample 3.3,3.222,2.91103830543243,357.438867162825,20.0522231813051,0.702849954889227,3,6.07100679539915,413.469894475481,56.0310273126555,0.135514164540892,1.96394208577395,0,18.39
